country,region,income_level,tax_category,year,quarter,fuel_type,avg_retail_price,avg_crude_price,retail_pct_change,crude_pct_change,impact_level,time_index
France,Europe,High,Low Tax,2024,1,Lpg,3.3025,113.265,1.6232017847526754,1.828398044614272,Low Impact,2024-01-01
France,Europe,High,Low Tax,2024,2,Lpg,3.557,121.7,6.917725867399514,7.09930477854745,High Impact,2024-04-01
France,Europe,High,Low Tax,2024,3,Lpg,3.5636666666666668,121.64,0.9855163727959704,1.130695044895244,Low Impact,2024-07-01
France,Europe,High,Low Tax,2024,4,Lpg,3.417,117.575,-4.641860465116288,-3.925422867052235,Medium Impact,2024-10-01
France,Europe,High,Medium Tax,2020,1,Lpg,1.933,66.51,14.176018901358534,15.188777277450646,High Impact,2020-01-01
France,Europe,High,Medium Tax,2020,2,Lpg,1.6996666666666669,57.02333333333333,-13.040310077519385,-14.73436190217268,High Impact,2020-04-01
France,Europe,High,Medium Tax,2020,3,Lpg,2.0526,69.804,1.739776951672858,0.7563510392609712,Low Impact,2020-07-01
France,Europe,High,Medium Tax,2020,4,Lpg,2.5533333333333337,87.54666666666667,-10.628864776572158,-9.889695160653938,High Impact,2020-10-01
France,Europe,High,Medium Tax,2021,1,Lpg,2.9604999999999997,100.63,-0.20225855385134764,0.4642340138771062,Low Impact,2021-01-01
France,Europe,High,Medium Tax,2021,2,Lpg,2.994,102.395,-1.1119674116481433,-0.5584150723511592,Low Impact,2021-04-01
France,Europe,High,Medium Tax,2021,3,Lpg,3.2765,112.0025,2.9374803644360714,3.323339483394826,Medium Impact,2021-07-01
France,Europe,High,Medium Tax,2021,4,Lpg,3.339,114.31,-0.3680127312512425,-0.29945342481683945,Low Impact,2021-10-01
France,Europe,High,Medium Tax,2022,1,Lpg,3.6555,126.03,11.346329576606763,12.600512240157252,High Impact,2022-01-01
France,Europe,High,Medium Tax,2022,2,Lpg,3.775166666666667,129.46333333333334,8.490303141137847,8.92835744025537,High Impact,2022-04-01
France,Europe,High,Medium Tax,2022,3,Lpg,3.6385,124.35,6.607090536185169,6.7565247252747165,High Impact,2022-07-01
France,Europe,High,Medium Tax,2022,4,Lpg,3.0295,103.42333333333332,-3.210862619808301,-2.687868523397318,Medium Impact,2022-10-01
France,Europe,High,Medium Tax,2023,1,Lpg,2.779,94.86666666666666,-4.3867194219852035,-4.477411559374376,Medium Impact,2023-01-01
France,Europe,High,Medium Tax,2023,2,Lpg,2.9843333333333333,102.8,-3.043101581113274,-1.2487992315081626,Medium Impact,2023-04-01
France,Europe,High,Medium Tax,2023,3,Lpg,3.150333333333333,107.63333333333334,-0.22697281604644637,-0.29796365769687216,Low Impact,2023-07-01
France,Europe,High,Medium Tax,2023,4,Lpg,3.236,110.2325,3.3865814696485588,3.24295214011427,Medium Impact,2023-10-01
France,Europe,High,Medium Tax,2024,1,Lpg,3.32625,113.7725,0.7191521574564638,0.448064274047594,Low Impact,2024-01-01
France,Europe,High,Medium Tax,2024,2,Lpg,3.5596666666666668,121.13,0.07496954362290742,-0.4683648315530052,Low Impact,2024-04-01
France,Europe,High,Medium Tax,2024,3,Lpg,3.6665,124.255,2.8856047142456274,2.1497862545215347,Medium Impact,2024-07-01
France,Europe,High,Medium Tax,2024,4,Lpg,3.4922857142857144,119.28428571428572,2.2032693674484816,1.4537832994137467,Medium Impact,2024-10-01
France,Europe,High,High Tax,2020,1,Lpg,1.9545454545454544,66.87727272727273,1.1146122372195828,0.5522067768346415,Low Impact,2020-01-01
France,Europe,High,High Tax,2020,2,Lpg,1.5406,52.592,-9.358697783879194,-7.771087858771265,High Impact,2020-04-01
France,Europe,High,High Tax,2020,3,Lpg,2.03675,69.82,-0.7721913670466686,0.02292132256029902,Low Impact,2020-07-01
France,Europe,High,High Tax,2020,4,Lpg,2.5284,85.83,-0.9765013054830428,-1.9608589704538557,Low Impact,2020-10-01
France,Europe,High,High Tax,2021,1,Lpg,2.9344444444444444,100.20222222222222,-0.8801065886017658,-0.425099649982885,Low Impact,2021-01-01
France,Europe,High,High Tax,2021,2,Lpg,3.032875,103.8425,1.2984301937207747,1.413643244299029,Low Impact,2021-04-01
France,Europe,High,High Tax,2021,3,Lpg,3.18625,109.10125,-2.754463604455966,-2.590343965536488,Medium Impact,2021-07-01
France,Europe,High,High Tax,2021,4,Lpg,3.283,111.92666666666666,-1.6771488469601692,-2.084973609774595,Low Impact,2021-10-01
France,Europe,High,High Tax,2022,1,Lpg,3.479727272727273,118.8518181818182,-4.808445555265414,-5.6956135984938605,Medium Impact,2022-01-01
France,Europe,High,High Tax,2022,2,Lpg,3.7844285714285713,129.09571428571428,0.24533763883019216,-0.28395611186106107,Low Impact,2022-04-01
France,Europe,High,High Tax,2022,3,Lpg,3.4185555555555553,116.22777777777776,-6.044920831233879,-6.531742840548629,High Impact,2022-07-01
France,Europe,High,High Tax,2022,4,Lpg,2.9065,99.31333333333332,-4.060075920118838,-3.973958165468785,Medium Impact,2022-10-01
France,Europe,High,High Tax,2023,1,Lpg,2.824,96.331,1.6192875134940603,1.5435699226985349,Low Impact,2023-01-01
France,Europe,High,High Tax,2023,2,Lpg,3.029125,103.44625,1.5008935552328868,0.6286478599221741,Low Impact,2023-04-01
France,Europe,High,High Tax,2023,3,Lpg,3.159625,107.7125,0.294942334144543,0.073552183338494,Low Impact,2023-07-01
France,Europe,High,High Tax,2023,4,Lpg,3.24975,111.23125,0.4249072929542761,0.9060395074047916,Low Impact,2023-10-01
France,Europe,High,High Tax,2024,1,Lpg,3.326857142857143,113.63285714285716,0.01825307349546871,-0.12273867335503752,Low Impact,2024-01-01
France,Europe,High,High Tax,2024,2,Lpg,3.528888888888889,120.28,-0.8646252770234419,-0.7017254189713484,Low Impact,2024-04-01
France,Europe,High,High Tax,2024,3,Lpg,3.5833333333333335,122.3788888888889,-2.2682849220419095,-1.5098878202978556,Medium Impact,2024-07-01
France,Europe,High,High Tax,2024,4,Lpg,3.4855,119.2725,-0.19430581690256388,-0.0098803578485914,Low Impact,2024-10-01
France,Europe,High,Low Tax,2020,3,Petrol,2.697,69.28,19.68846384272305,31.73106175844235,High Impact,2020-07-01
France,Europe,High,Low Tax,2020,4,Petrol,3.8055,97.155,39.51058564751169,39.15067315955315,High Impact,2020-10-01
France,Europe,High,Low Tax,2021,1,Petrol,3.9335,100.165,16.908399215359932,16.701619480368162,High Impact,2021-01-01
France,Europe,High,Low Tax,2021,2,Petrol,4.022,102.97,1.993491215959208,2.762192011709657,Low Impact,2021-04-01
France,Europe,High,Low Tax,2021,3,Petrol,4.256,108.4,4.66485298412261,4.38885812648964,Medium Impact,2021-07-01
France,Europe,High,Low Tax,2021,4,Petrol,4.482666666666667,114.65333333333334,5.893411682489074,5.088927334318666,High Impact,2021-10-01
France,Europe,High,Low Tax,2022,3,Petrol,4.551500000000001,116.48,-7.4589366367979775,-9.772372658160606,High Impact,2022-07-01
France,Europe,High,Low Tax,2022,4,Petrol,4.164,106.28,-7.449527690313025,-8.558864299029679,High Impact,2022-10-01
France,Europe,High,Low Tax,2023,2,Petrol,4.099,104.1,8.978278786589753,8.064901225981243,High Impact,2023-04-01
France,Europe,High,Low Tax,2023,3,Petrol,4.23,107.955,4.171155918116066,4.358543688147233,Medium Impact,2023-07-01
France,Europe,High,Low Tax,2023,4,Petrol,4.188,106.77,-0.46641513918185307,-0.8750145062086663,Low Impact,2023-10-01
France,Europe,High,Low Tax,2024,1,Petrol,4.4145,113.265,2.045769764216382,1.828398044614272,Medium Impact,2024-01-01
France,Europe,High,Low Tax,2024,2,Petrol,4.751,121.7,7.025165733410567,7.09930477854745,High Impact,2024-04-01
France,Europe,High,Low Tax,2024,3,Petrol,4.755333333333334,121.64,1.129489603024589,1.130695044895244,Low Impact,2024-07-01
France,Europe,High,Low Tax,2024,4,Petrol,4.5745000000000005,117.575,-3.309104146361507,-3.925422867052235,Medium Impact,2024-10-01
France,Europe,High,Medium Tax,2020,1,Petrol,2.615,66.51,15.503533568904617,15.188777277450646,High Impact,2020-01-01
France,Europe,High,Medium Tax,2020,2,Petrol,2.2453333333333334,57.02333333333333,-13.893924603727973,-14.73436190217268,High Impact,2020-04-01
France,Europe,High,Medium Tax,2020,3,Petrol,3.0885,69.804,14.516129032258055,0.7563510392609712,High Impact,2020-07-01
France,Europe,High,Medium Tax,2020,4,Petrol,3.4048333333333334,87.54666666666667,-10.528620855778913,-9.889695160653938,High Impact,2020-10-01
France,Europe,High,Medium Tax,2021,1,Petrol,4.1655,100.63,5.898055167153928,0.4642340138771062,High Impact,2021-01-01
France,Europe,High,Medium Tax,2021,2,Petrol,3.9935,102.395,-0.7086026852312329,-0.5584150723511592,Low Impact,2021-04-01
France,Europe,High,Medium Tax,2021,3,Petrol,4.36325,112.0025,2.519971804511269,3.323339483394826,Medium Impact,2021-07-01
France,Europe,High,Medium Tax,2021,4,Petrol,4.468,114.31,-0.32718619869125876,-0.29945342481683945,Low Impact,2021-10-01
France,Europe,High,Medium Tax,2022,1,Petrol,4.8945,126.03,11.789113056718676,12.600512240157252,High Impact,2022-01-01
France,Europe,High,Medium Tax,2022,2,Petrol,4.894083333333334,129.46333333333334,5.473867413778471,8.92835744025537,High Impact,2022-04-01
France,Europe,High,Medium Tax,2022,3,Petrol,4.8545,124.35,6.6571459958255295,6.7565247252747165,High Impact,2022-07-01
France,Europe,High,Medium Tax,2022,4,Petrol,4.0335,103.42333333333332,-3.134005763688752,-2.687868523397318,Medium Impact,2022-10-01
France,Europe,High,Medium Tax,2023,1,Petrol,3.697333333333334,94.86666666666666,-4.6300674949486265,-4.477411559374376,Medium Impact,2023-01-01
France,Europe,High,Medium Tax,2023,2,Petrol,3.993333333333333,102.8,-2.577864519801586,-1.2487992315081626,Medium Impact,2023-04-01
France,Europe,High,Medium Tax,2023,3,Petrol,4.206333333333333,107.63333333333334,-0.5594956658786564,-0.29796365769687216,Low Impact,2023-07-01
France,Europe,High,Medium Tax,2023,4,Petrol,4.31325,110.2325,2.990687679083102,3.24295214011427,Medium Impact,2023-10-01
France,Europe,High,Medium Tax,2024,1,Petrol,4.382625,113.7725,-0.7220523275569218,0.448064274047594,Low Impact,2024-01-01
France,Europe,High,Medium Tax,2024,2,Petrol,4.733333333333333,121.13,-0.3718515400266668,-0.4683648315530052,Low Impact,2024-04-01
France,Europe,High,Medium Tax,2024,3,Petrol,4.87,124.255,2.4113276321323385,2.1497862545215347,Medium Impact,2024-07-01
France,Europe,High,Medium Tax,2024,4,Petrol,4.648,119.28428571428572,1.6067329762815437,1.4537832994137467,Low Impact,2024-10-01
France,Europe,High,High Tax,2020,1,Petrol,2.6076363636363635,66.87727272727273,-0.28159221275857294,0.5522067768346415,Low Impact,2020-01-01
France,Europe,High,High Tax,2020,2,Petrol,2.25335,52.592,0.3570368171021429,-7.771087858771265,Low Impact,2020-04-01
France,Europe,High,High Tax,2020,3,Petrol,2.72775,69.82,-11.680427391937831,0.02292132256029902,High Impact,2020-07-01
France,Europe,High,High Tax,2020,4,Petrol,3.3646,85.83,-1.181653531744096,-1.9608589704538557,Low Impact,2020-10-01
France,Europe,High,High Tax,2021,1,Petrol,3.943388888888889,100.20222222222222,-5.332159671374647,-0.425099649982885,High Impact,2021-01-01
France,Europe,High,High Tax,2021,2,Petrol,4.0663125,103.8425,1.8232753223988856,1.413643244299029,Low Impact,2021-04-01
France,Europe,High,High Tax,2021,3,Petrol,4.2331875,109.10125,-2.980862888901626,-2.590343965536488,Medium Impact,2021-07-01
France,Europe,High,High Tax,2021,4,Petrol,4.378333333333334,111.92666666666666,-2.0068636227991523,-2.084973609774595,Medium Impact,2021-10-01
France,Europe,High,High Tax,2022,1,Petrol,4.640090909090909,118.8518181818182,-5.197856592278901,-5.6956135984938605,High Impact,2022-01-01
France,Europe,High,High Tax,2022,2,Petrol,4.918357142857142,129.09571428571428,0.4959827585787368,-0.28395611186106107,Low Impact,2022-04-01
France,Europe,High,High Tax,2022,3,Petrol,4.4991666666666665,116.22777777777776,-7.319669035602705,-6.531742840548629,High Impact,2022-07-01
France,Europe,High,High Tax,2022,4,Petrol,3.876833333333334,99.31333333333332,-3.884137019131442,-3.973958165468785,Medium Impact,2022-10-01
France,Europe,High,High Tax,2023,1,Petrol,3.7613,96.331,1.730075730256036,1.5435699226985349,Low Impact,2023-01-01
France,Europe,High,High Tax,2023,2,Petrol,4.060625,103.44625,1.6851001669449104,0.6286478599221741,Low Impact,2023-04-01
France,Europe,High,High Tax,2023,3,Petrol,4.207625,107.7125,0.03070766304779094,0.073552183338494,Low Impact,2023-07-01
France,Europe,High,High Tax,2023,4,Petrol,4.326,111.23125,0.2956007650843238,0.9060395074047916,Low Impact,2023-10-01
France,Europe,High,High Tax,2024,1,Petrol,4.4391428571428575,113.63285714285716,1.2895891650063034,-0.12273867335503752,Low Impact,2024-01-01
France,Europe,High,High Tax,2024,2,Petrol,4.702222222222222,120.28,-0.6572769953051733,-0.7017254189713484,Low Impact,2024-04-01
France,Europe,High,High Tax,2024,3,Petrol,4.731055555555556,122.3788888888889,-2.853068674423908,-1.5098878202978556,Medium Impact,2024-07-01
France,Europe,High,High Tax,2024,4,Petrol,4.6555,119.2725,0.16135972461274278,-0.0098803578485914,Low Impact,2024-10-01
Germany,Europe,High,Low Tax,2020,3,Diesel,2.605,70.07,30.315157578789385,31.47574819401443,High Impact,2020-07-01
Germany,Europe,High,Low Tax,2020,4,Diesel,3.069,83.38,12.230857106043665,20.04247125092231,High Impact,2020-10-01
Germany,Europe,High,Low Tax,2021,1,Diesel,3.74,99.81,12.372635409397024,12.885182862254393,High Impact,2021-01-01
Germany,Europe,High,Low Tax,2021,2,Diesel,3.866,102.585,3.1510979481843076,2.2190557803065065,Medium Impact,2021-04-01
Germany,Europe,High,Low Tax,2021,3,Diesel,4.114,110.55,5.507209210236417,6.4709785121136845,High Impact,2021-07-01
Germany,Europe,High,Low Tax,2021,4,Diesel,4.337,116.19,5.92401628222524,6.024597227995825,High Impact,2021-10-01
Germany,Europe,High,Low Tax,2022,1,Diesel,4.494,120.06666666666666,6.918538256566424,6.740157946985521,High Impact,2022-01-01
Germany,Europe,High,Low Tax,2022,2,Diesel,4.8555,129.72,11.670592556045786,10.326449033977347,High Impact,2022-04-01
Germany,Europe,High,Low Tax,2022,3,Diesel,4.253,113.76,-12.158952434062403,-11.882944361391464,High Impact,2022-07-01
Germany,Europe,High,Low Tax,2022,4,Diesel,3.9005,104.03,-11.782223004045928,-12.189563325330132,High Impact,2022-10-01
Germany,Europe,High,Low Tax,2023,2,Diesel,4.017,106.41,11.896983970219564,10.720028755746414,High Impact,2023-04-01
Germany,Europe,High,Low Tax,2024,1,Diesel,4.2,112.42,1.173474655012211,1.4228637711045264,Low Impact,2024-01-01
Germany,Europe,High,Low Tax,2024,2,Diesel,4.558,122.395,8.149353530456205,7.848882035466473,High Impact,2024-04-01
Germany,Europe,High,Low Tax,2024,3,Diesel,4.525666666666667,121.02666666666669,1.7528730743111751,0.344541685859052,Low Impact,2024-07-01
Germany,Europe,High,Low Tax,2024,4,Diesel,4.509333333333333,120.48666666666666,-1.9449612215806271,-1.9866951082830224,Low Impact,2024-10-01
Germany,Europe,High,Medium Tax,2020,1,Diesel,2.368333333333333,63.193333333333335,3.760496531580874,2.4286138801091295,Medium Impact,2020-01-01
Germany,Europe,High,Medium Tax,2020,2,Diesel,2.012142857142857,53.88857142857143,-21.419854248753445,-21.176645744689193,High Impact,2020-04-01
Germany,Europe,High,Medium Tax,2020,3,Diesel,2.6332500000000003,69.92,1.0844529750479974,-0.21407164264305903,Low Impact,2020-07-01
Germany,Europe,High,Medium Tax,2020,4,Diesel,3.493,92.77,13.815575105897684,11.261693451667067,High Impact,2020-10-01
Germany,Europe,High,Medium Tax,2021,1,Diesel,3.7545,100.01,0.3877005347593571,0.20038072337439997,Low Impact,2021-01-01
Germany,Europe,High,Medium Tax,2021,2,Diesel,3.8295,102.395,-0.9441282979824044,-0.18521226300141125,Low Impact,2021-04-01
Germany,Europe,High,Medium Tax,2021,3,Diesel,4.140333333333333,110.79333333333334,0.6400907470426238,0.22011156339515095,Low Impact,2021-07-01
Germany,Europe,High,Medium Tax,2021,4,Diesel,4.2095,112.285,-2.939820152178914,-3.3608744298132383,Medium Impact,2021-10-01
Germany,Europe,High,Medium Tax,2022,1,Diesel,4.314918269,123.44,-3.984907231864712,2.8095502498611897,Medium Impact,2022-01-01
Germany,Europe,High,Medium Tax,2022,2,Diesel,4.845,130,-0.21624961383998348,0.21584952204748775,Low Impact,2022-04-01
Germany,Europe,High,Medium Tax,2022,3,Diesel,4.333333333333334,115.90333333333334,1.8888627635394737,1.8840834505391444,Low Impact,2022-07-01
Germany,Europe,High,Medium Tax,2022,4,Diesel,4.065,108.22,4.2174080246122365,4.027684321830239,Medium Impact,2022-10-01
Germany,Europe,High,Medium Tax,2023,1,Diesel,3.5625,95.365,-6.046449821445257,-5.243337771506927,High Impact,2023-01-01
Germany,Europe,High,Medium Tax,2023,2,Diesel,3.8805,103.905,-3.3980582524271914,-2.3541020580772445,Medium Impact,2023-04-01
Germany,Europe,High,Medium Tax,2023,3,Diesel,3.984,106.15,3.739869153402991,3.2914102221032984,Medium Impact,2023-07-01
Germany,Europe,High,Medium Tax,2023,4,Diesel,4.069445512666666,110.275,0.8182714701571031,2.235854012793963,Low Impact,2023-10-01
Germany,Europe,High,Medium Tax,2024,1,Diesel,4.27375,114.1825,1.7559523809523698,1.5677815335349607,Low Impact,2024-01-01
Germany,Europe,High,Medium Tax,2024,2,Diesel,4.164668269,118.66,-8.629480715225975,-3.051595244903806,High Impact,2024-04-01
Germany,Europe,High,Medium Tax,2024,3,Diesel,4.581,122.7,1.222655962289168,1.3826154015643923,Low Impact,2024-07-01
Germany,Europe,High,Medium Tax,2024,4,Diesel,4.379,117.26,-2.8903015966883565,-2.6780279975654233,Medium Impact,2024-10-01
Germany,Europe,High,High Tax,2020,1,Diesel,2.560625,68.36625000000001,8.11928219563688,8.185858212891665,High Impact,2020-01-01
Germany,Europe,High,High Tax,2020,2,Diesel,1.999,53.295,-0.65317713880013,-1.1014792428821398,Low Impact,2020-04-01
Germany,Europe,High,High Tax,2020,3,Diesel,2.73454206725,69.45875,3.846655928985084,-0.6596824942791859,Medium Impact,2020-07-01
Germany,Europe,High,High Tax,2020,4,Diesel,3.3282124125454544,88.41727272727273,-4.717652088592771,-4.691955667486542,Medium Impact,2020-10-01
Germany,Europe,High,High Tax,2021,1,Diesel,3.7479,100.358,-0.1757890531362408,0.34796520347966525,Low Impact,2021-01-01
Germany,Europe,High,High Tax,2021,2,Diesel,3.8992596153333334,103.83111111111111,1.821637689863782,1.402520739402415,Low Impact,2021-04-01
Germany,Europe,High,High Tax,2021,3,Diesel,4.094444444444444,109.58777777777776,-1.1083380296809269,-1.0881120003209244,Low Impact,2021-07-01
Germany,Europe,High,High Tax,2021,4,Diesel,4.2032,112.485,-0.1496614799857564,0.17811818141337032,Low Impact,2021-10-01
Germany,Europe,High,High Tax,2022,1,Diesel,4.348056089666667,117.57833333333332,0.7679825804521407,-4.748595809030026,Low Impact,2022-01-01
Germany,Europe,High,High Tax,2022,2,Diesel,4.8416999999999994,129.101,-0.06811145510836539,-0.6915384615384623,Low Impact,2022-04-01
Germany,Europe,High,High Tax,2022,3,Diesel,4.421444444444444,118.47111111111111,2.0333333333333106,2.21544773901623,Medium Impact,2022-07-01
Germany,Europe,High,High Tax,2022,4,Diesel,3.7917673076,100.642,-6.721591448954503,-7.002402513398636,High Impact,2022-10-01
Germany,Europe,High,High Tax,2023,1,Diesel,3.589909090909091,96.10727272727271,0.7693779904306228,0.778349213309636,Low Impact,2023-01-01
Germany,Europe,High,High Tax,2023,2,Diesel,3.840375,102.7675,-1.034016235021265,-1.0947500120302227,Low Impact,2023-04-01
Germany,Europe,High,High Tax,2023,3,Diesel,4.036416666666667,107.86333333333332,1.3156793842034835,1.6140681425655432,Low Impact,2023-07-01
Germany,Europe,High,High Tax,2023,4,Diesel,4.151285714285715,110.84285714285714,2.0110897507857084,0.5149464002331899,Medium Impact,2023-10-01
Germany,Europe,High,High Tax,2024,1,Diesel,4.21454206725,113.4875,-1.3853859666569102,-0.6086747093468853,Low Impact,2024-01-01
Germany,Europe,High,High Tax,2024,2,Diesel,4.447704059777777,120.61111111111111,6.796118502032303,1.6442871322358992,High Impact,2024-04-01
Germany,Europe,High,High Tax,2024,3,Diesel,4.598777777777778,122.92888888888888,0.3880763540226565,0.186543511726886,Low Impact,2024-07-01
Germany,Europe,High,High Tax,2024,4,Diesel,4.382481837555556,118.72333333333331,0.07951216157927178,1.2479390528170935,Low Impact,2024-10-01
Germany,Europe,High,Low Tax,2020,3,Lpg,2.088,70.07,32.24955135648687,31.47574819401443,High Impact,2020-07-01
Germany,Europe,High,Low Tax,2020,4,Lpg,2.478,83.38,20.92228864218619,20.04247125092231,High Impact,2020-10-01
Germany,Europe,High,Low Tax,2021,1,Lpg,2.947,99.81,12.892216611527084,12.885182862254393,High Impact,2021-01-01
Germany,Europe,High,Low Tax,2021,2,Lpg,3.0375,102.585,2.1317373323022135,2.2190557803065065,Medium Impact,2021-04-01
Germany,Europe,High,Low Tax,2021,3,Lpg,3.229,110.55,4.750747936416398,6.4709785121136845,Medium Impact,2021-07-01
Germany,Europe,High,Low Tax,2021,4,Lpg,3.441,116.19,6.29483439162518,6.024597227995825,High Impact,2021-10-01
Germany,Europe,High,Low Tax,2022,1,Lpg,3.5586666666666664,120.06666666666666,7.108101329320291,6.740157946985521,High Impact,2022-01-01
Germany,Europe,High,Low Tax,2022,2,Lpg,3.829,129.72,9.650630011454746,10.326449033977347,High Impact,2022-04-01
Germany,Europe,High,Low Tax,2022,3,Lpg,3.327,113.76,-12.65194675628134,-11.882944361391464,High Impact,2022-07-01
Germany,Europe,High,Low Tax,2022,4,Lpg,3.0675,104.03,-12.501584685598385,-12.189563325330132,High Impact,2022-10-01
Germany,Europe,High,Low Tax,2023,2,Lpg,3.16,106.41,10.845371344749523,10.720028755746414,High Impact,2023-04-01
Germany,Europe,High,Low Tax,2024,1,Lpg,3.351,112.42,1.8806462821403749,1.4228637711045264,Low Impact,2024-01-01
Germany,Europe,High,Low Tax,2024,2,Lpg,3.622,122.395,7.761538175462084,7.848882035466473,High Impact,2024-04-01
Germany,Europe,High,Low Tax,2024,3,Lpg,3.5736666666666665,121.02666666666669,-0.04972186829920415,0.344541685859052,Low Impact,2024-07-01
Germany,Europe,High,Low Tax,2024,4,Lpg,3.5686666666666667,120.48666666666666,-2.118062962850092,-1.9866951082830224,Medium Impact,2024-10-01
Germany,Europe,High,Medium Tax,2020,1,Lpg,1.8523333333333336,63.193333333333335,2.2259013980868407,2.4286138801091295,Medium Impact,2020-01-01
Germany,Europe,High,Medium Tax,2020,2,Lpg,1.5942857142857143,53.88857142857143,-21.109137661373705,-21.176645744689193,High Impact,2020-04-01
Germany,Europe,High,Medium Tax,2020,3,Lpg,2.06225,69.92,-1.2332375478927171,-0.21407164264305903,Low Impact,2020-07-01
Germany,Europe,High,Medium Tax,2020,4,Lpg,2.747,92.77,10.855528652138808,11.261693451667067,High Impact,2020-10-01
Germany,Europe,High,Medium Tax,2021,1,Lpg,2.96,100.01,0.44112656939259925,0.20038072337439997,Low Impact,2021-01-01
Germany,Europe,High,Medium Tax,2021,2,Lpg,3.0145,102.395,-0.7572016460905393,-0.18521226300141125,Low Impact,2021-04-01
Germany,Europe,High,Medium Tax,2021,3,Lpg,3.266,110.79333333333334,1.1458655930628654,0.22011156339515095,Low Impact,2021-07-01
Germany,Europe,High,Medium Tax,2021,4,Lpg,3.33,112.285,-3.225806451612897,-3.3608744298132383,Medium Impact,2021-10-01
Germany,Europe,High,Medium Tax,2022,1,Lpg,3.65125,123.44,2.601629823904094,2.8095502498611897,Medium Impact,2022-01-01
Germany,Europe,High,Medium Tax,2022,2,Lpg,3.851,130,0.5745625489684054,0.21584952204748775,Low Impact,2022-04-01
Germany,Europe,High,Medium Tax,2022,3,Lpg,3.4313333333333333,115.90333333333334,3.13595832080954,1.8840834505391444,Medium Impact,2022-07-01
Germany,Europe,High,Medium Tax,2022,4,Lpg,3.221,108.22,5.004074979625108,4.027684321830239,High Impact,2022-10-01
Germany,Europe,High,Medium Tax,2023,1,Lpg,2.776,95.365,-6.836258683760124,-5.243337771506927,High Impact,2023-01-01
Germany,Europe,High,Medium Tax,2023,2,Lpg,3.07625,103.905,-2.650316455696209,-2.3541020580772445,Medium Impact,2023-04-01
Germany,Europe,High,Medium Tax,2023,3,Lpg,3.153,106.15,3.781114996914217,3.2914102221032984,Medium Impact,2023-07-01
Germany,Europe,High,Medium Tax,2023,4,Lpg,3.266,110.275,2.774427020506629,2.235854012793963,Medium Impact,2023-10-01
Germany,Europe,High,Medium Tax,2024,1,Lpg,3.3615,114.1825,0.3133393017009834,1.5677815335349607,Low Impact,2024-01-01
Germany,Europe,High,Medium Tax,2024,2,Lpg,3.5335,118.66,-2.443401435670894,-3.051595244903806,Medium Impact,2024-04-01
Germany,Europe,High,Medium Tax,2024,3,Lpg,3.62,122.7,1.2965208469359266,1.3826154015643923,Low Impact,2024-07-01
Germany,Europe,High,Medium Tax,2024,4,Lpg,3.491,117.26,-2.176349710442739,-2.6780279975654233,Medium Impact,2024-10-01
Germany,Europe,High,High Tax,2020,1,Lpg,2.020875,68.36625000000001,9.098884290084586,8.185858212891665,High Impact,2020-01-01
Germany,Europe,High,High Tax,2020,2,Lpg,1.5788333333333333,53.295,-0.9692353643966574,-1.1014792428821398,Low Impact,2020-04-01
Germany,Europe,High,High Tax,2020,3,Lpg,2.04925,69.45875,-0.6303794399321296,-0.6596824942791859,Low Impact,2020-07-01
Germany,Europe,High,High Tax,2020,4,Lpg,2.610454545454546,88.41727272727273,-4.970711850944832,-4.691955667486542,Medium Impact,2020-10-01
Germany,Europe,High,High Tax,2021,1,Lpg,2.9741,100.358,0.4763513513513514,0.34796520347966525,Low Impact,2021-01-01
Germany,Europe,High,High Tax,2021,2,Lpg,3.0825555555555555,103.83111111111111,2.25760675254787,1.402520739402415,Medium Impact,2021-04-01
Germany,Europe,High,High Tax,2021,3,Lpg,3.2372222222222224,109.58777777777776,-0.8811322038511198,-1.0881120003209244,Low Impact,2021-07-01
Germany,Europe,High,High Tax,2021,4,Lpg,3.3225,112.485,-0.22522522522523375,0.17811818141337032,Low Impact,2021-10-01
Germany,Europe,High,High Tax,2022,1,Lpg,3.492,117.57833333333332,-4.361520027387884,-4.748595809030026,Medium Impact,2022-01-01
Germany,Europe,High,High Tax,2022,2,Lpg,3.8089,129.101,-1.0932225396001043,-0.6915384615384623,Low Impact,2022-04-01
Germany,Europe,High,High Tax,2022,3,Lpg,3.505777777777778,118.47111111111111,2.169548604365005,2.21544773901623,Medium Impact,2022-07-01
Germany,Europe,High,High Tax,2022,4,Lpg,2.9797,100.642,-7.4914622787954,-7.002402513398636,High Impact,2022-10-01
Germany,Europe,High,High Tax,2023,1,Lpg,2.8508181818181817,96.10727272727271,2.6951794603091463,0.778349213309636,Medium Impact,2023-01-01
Germany,Europe,High,High Tax,2023,2,Lpg,3.038125,102.7675,-1.239333604225923,-1.0947500120302227,Low Impact,2023-04-01
Germany,Europe,High,High Tax,2023,3,Lpg,3.1778333333333335,107.86333333333332,0.787609683898937,1.6140681425655432,Low Impact,2023-07-01
Germany,Europe,High,High Tax,2023,4,Lpg,3.289142857142857,110.84285714285714,0.7085994226226924,0.5149464002331899,Low Impact,2023-10-01
Germany,Europe,High,High Tax,2024,1,Lpg,3.361125,113.4875,-0.01115573404730073,-0.6086747093468853,Low Impact,2024-01-01
Germany,Europe,High,High Tax,2024,2,Lpg,3.5754444444444444,120.61111111111111,1.1870509252708177,1.6442871322358992,Low Impact,2024-04-01
